,State.Name,Employment.Type,Position.Name_1,Position.Of.Interest_1
2250,3.0,4.0,285.0,2.0
2251,23.0,4.0,191.0,2.0
2252,23.0,4.0,180.0,2.0
2253,3.0,4.0,9.0,2.0
2254,3.0,4.0,285.0,2.0
2255,23.0,4.0,191.0,2.0
2256,23.0,4.0,180.0,2.0
2257,3.0,4.0,9.0,2.0
2258,3.0,4.0,285.0,2.0
2259,23.0,4.0,191.0,2.0
2260,23.0,4.0,180.0,2.0
2261,3.0,4.0,123.0,61.0
2262,3.0,4.0,123.0,61.0
2263,3.0,4.0,203.0,61.0
2264,3.0,4.0,123.0,22.0
2265,3.0,4.0,123.0,22.0
2266,3.0,4.0,203.0,22.0
2267,3.0,4.0,123.0,90.0
2268,3.0,4.0,123.0,90.0
2269,3.0,4.0,203.0,90.0
2270,3.0,4.0,123.0,79.0
2271,3.0,4.0,123.0,79.0
2272,3.0,4.0,203.0,79.0
2273,3.0,4.0,123.0,91.0
2274,3.0,4.0,123.0,91.0
2275,3.0,4.0,203.0,91.0
2276,3.0,4.0,123.0,96.0
2277,3.0,4.0,123.0,96.0
2278,3.0,4.0,203.0,96.0
2279,3.0,4.0,123.0,61.0
2280,3.0,4.0,299.0,61.0
2281,3.0,4.0,123.0,13.0
2282,3.0,4.0,299.0,13.0
2283,3.0,4.0,123.0,61.0
2284,3.0,4.0,299.0,61.0
2285,3.0,4.0,123.0,13.0
2286,3.0,4.0,299.0,13.0
2287,3.0,4.0,123.0,61.0
2288,3.0,4.0,299.0,61.0
2289,3.0,4.0,123.0,13.0
2290,3.0,4.0,299.0,13.0
2291,3.0,4.0,123.0,61.0
2292,3.0,4.0,299.0,61.0
2293,3.0,4.0,123.0,13.0
2294,3.0,4.0,299.0,13.0
2295,3.0,4.0,123.0,61.0
2296,3.0,4.0,299.0,61.0
2297,3.0,4.0,123.0,13.0
2298,3.0,4.0,299.0,13.0
2299,3.0,4.0,123.0,61.0
2300,3.0,4.0,299.0,61.0
2301,3.0,4.0,123.0,13.0
2302,3.0,4.0,299.0,13.0
2303,3.0,4.0,123.0,61.0
2304,3.0,4.0,299.0,61.0
2305,3.0,4.0,123.0,13.0
2306,3.0,4.0,299.0,13.0
2307,3.0,4.0,123.0,61.0
2308,3.0,4.0,299.0,61.0
2309,3.0,4.0,123.0,13.0
2310,3.0,4.0,299.0,13.0
2311,3.0,4.0,362.0,73.0
2312,3.0,4.0,118.0,73.0
2313,3.0,4.0,341.0,73.0
2314,23.0,4.0,164.0,73.0
2315,23.0,4.0,340.0,73.0
2316,3.0,4.0,362.0,72.0
2317,3.0,4.0,118.0,72.0
2318,3.0,4.0,341.0,72.0
2319,23.0,4.0,164.0,72.0
2320,23.0,4.0,340.0,72.0
2321,16.0,4.0,135.0,40.0
2322,12.0,4.0,103.0,40.0
2323,3.0,4.0,103.0,40.0
2324,3.0,4.0,193.0,40.0
2325,3.0,4.0,194.0,40.0
2326,3.0,4.0,102.0,40.0
2327,3.0,4.0,267.0,40.0
2328,3.0,4.0,364.0,40.0
2329,3.0,4.0,54.0,40.0
2330,3.0,4.0,72.0,40.0
2331,16.0,4.0,135.0,61.0
2332,12.0,4.0,103.0,61.0
2333,3.0,4.0,103.0,61.0
2334,3.0,4.0,193.0,61.0
2335,3.0,4.0,194.0,61.0
2336,3.0,4.0,102.0,61.0
2337,3.0,4.0,267.0,61.0
2338,3.0,4.0,364.0,61.0
2339,3.0,4.0,54.0,61.0
2340,3.0,4.0,72.0,61.0
2341,16.0,4.0,135.0,22.0
2342,12.0,4.0,103.0,22.0
2343,3.0,4.0,103.0,22.0
2344,3.0,4.0,193.0,22.0
2345,3.0,4.0,194.0,22.0
2346,3.0,4.0,102.0,22.0
2347,3.0,4.0,267.0,22.0
2348,3.0,4.0,364.0,22.0
2349,3.0,4.0,54.0,22.0
2350,3.0,4.0,72.0,22.0
2351,16.0,4.0,135.0,87.0
2352,12.0,4.0,103.0,87.0
2353,3.0,4.0,103.0,87.0
2354,3.0,4.0,193.0,87.0
2355,3.0,4.0,194.0,87.0
2356,3.0,4.0,102.0,87.0
2357,3.0,4.0,267.0,87.0
2358,3.0,4.0,364.0,87.0
2359,3.0,4.0,54.0,87.0
2360,3.0,4.0,72.0,87.0
2361,3.0,4.0,222.0,61.0
2362,3.0,4.0,222.0,22.0
2363,3.0,4.0,96.0,61.0
2364,3.0,4.0,96.0,22.0
2365,3.0,4.0,96.0,2.0
2366,3.0,4.0,356.0,61.0
2367,3.0,4.0,367.0,61.0
2368,3.0,4.0,378.0,61.0
2369,3.0,4.0,152.0,61.0
2370,3.0,4.0,356.0,22.0
2371,3.0,4.0,367.0,22.0
2372,3.0,4.0,378.0,22.0
2373,3.0,4.0,152.0,22.0
2374,3.0,4.0,356.0,62.0
2375,3.0,4.0,367.0,62.0
2376,3.0,4.0,378.0,62.0
2377,3.0,4.0,152.0,62.0
2378,3.0,4.0,356.0,61.0
2379,3.0,4.0,367.0,61.0
2380,3.0,4.0,378.0,61.0
2381,3.0,4.0,152.0,61.0
2382,3.0,4.0,356.0,22.0
2383,3.0,4.0,367.0,22.0
2384,3.0,4.0,378.0,22.0
2385,3.0,4.0,152.0,22.0
2386,3.0,4.0,356.0,62.0
2387,3.0,4.0,367.0,62.0
2388,3.0,4.0,378.0,62.0
2389,3.0,4.0,152.0,62.0
2390,3.0,4.0,220.0,61.0
2391,3.0,4.0,51.0,61.0
2392,3.0,4.0,300.0,61.0
2393,3.0,4.0,345.0,61.0
2394,3.0,4.0,220.0,13.0
2395,3.0,4.0,51.0,13.0
2396,3.0,4.0,300.0,13.0
2397,3.0,4.0,345.0,13.0
2398,3.0,4.0,220.0,22.0
2399,3.0,4.0,51.0,22.0
2400,3.0,4.0,300.0,22.0
2401,3.0,4.0,345.0,22.0
2402,3.0,4.0,228.0,71.0
2403,3.0,4.0,230.0,71.0
2404,3.0,4.0,33.0,71.0
2405,3.0,4.0,299.0,71.0
2406,3.0,4.0,224.0,71.0
2407,3.0,4.0,359.0,71.0
2408,3.0,4.0,228.0,40.0
2409,3.0,4.0,230.0,40.0
2410,3.0,4.0,33.0,40.0
2411,3.0,4.0,299.0,40.0
2412,3.0,4.0,224.0,40.0
2413,3.0,4.0,359.0,40.0
2414,3.0,4.0,228.0,10.0
2415,3.0,4.0,230.0,10.0
2416,3.0,4.0,33.0,10.0
2417,3.0,4.0,299.0,10.0
2418,3.0,4.0,224.0,10.0
2419,3.0,4.0,359.0,10.0
2420,3.0,4.0,228.0,61.0
2421,3.0,4.0,230.0,61.0
2422,3.0,4.0,33.0,61.0
2423,3.0,4.0,299.0,61.0
2424,3.0,4.0,224.0,61.0
2425,3.0,4.0,359.0,61.0
2426,3.0,4.0,228.0,13.0
2427,3.0,4.0,230.0,13.0
2428,3.0,4.0,33.0,13.0
2429,3.0,4.0,299.0,13.0
2430,3.0,4.0,224.0,13.0
2431,3.0,4.0,359.0,13.0
2432,3.0,4.0,228.0,22.0
2433,3.0,4.0,230.0,22.0
2434,3.0,4.0,33.0,22.0
2435,3.0,4.0,299.0,22.0
2436,3.0,4.0,224.0,22.0
2437,3.0,4.0,359.0,22.0
2438,3.0,4.0,229.0,61.0
2439,3.0,4.0,229.0,22.0
2440,3.0,4.0,386.0,61.0
2441,3.0,4.0,6.0,61.0
2442,1.0,4.0,136.0,71.0
2443,10.0,4.0,154.0,71.0
2444,10.0,4.0,184.0,71.0
2445,1.0,4.0,136.0,61.0
2446,10.0,4.0,154.0,61.0
2447,10.0,4.0,184.0,61.0
2448,1.0,4.0,136.0,13.0
2449,10.0,4.0,154.0,13.0
2450,10.0,4.0,184.0,13.0
2451,1.0,4.0,136.0,22.0
2452,10.0,4.0,154.0,22.0
2453,10.0,4.0,184.0,22.0
2454,1.0,4.0,136.0,62.0
2455,10.0,4.0,154.0,62.0
2456,10.0,4.0,184.0,62.0
2457,1.0,4.0,136.0,30.0
2458,10.0,4.0,154.0,30.0
2459,10.0,4.0,184.0,30.0
2460,3.0,4.0,379.0,71.0
2461,3.0,4.0,240.0,71.0
2462,5.0,4.0,336.0,71.0
2463,3.0,4.0,379.0,40.0
2464,3.0,4.0,240.0,40.0
2465,5.0,4.0,336.0,40.0
2466,3.0,4.0,379.0,61.0
2467,3.0,4.0,240.0,61.0
2468,5.0,4.0,336.0,61.0
2469,3.0,4.0,379.0,22.0
2470,3.0,4.0,240.0,22.0
2471,5.0,4.0,336.0,22.0
2472,3.0,4.0,331.0,61.0
2473,3.0,4.0,331.0,13.0
2474,3.0,4.0,331.0,22.0
2475,3.0,4.0,331.0,62.0
2476,3.0,4.0,331.0,61.0
2477,3.0,4.0,331.0,13.0
2478,3.0,4.0,331.0,22.0
2479,3.0,4.0,331.0,62.0
2480,3.0,4.0,284.0,61.0
2481,3.0,4.0,284.0,22.0
2482,3.0,4.0,279.0,22.0
2483,3.0,4.0,37.0,22.0
2484,3.0,4.0,306.0,22.0
2485,3.0,4.0,299.0,22.0
2486,3.0,4.0,176.0,22.0
2487,3.0,4.0,264.0,61.0
2488,9.0,4.0,179.0,61.0
2489,9.0,4.0,20.0,61.0
2490,3.0,4.0,264.0,8.0
2491,9.0,4.0,179.0,8.0
2492,9.0,4.0,20.0,8.0
2493,3.0,4.0,264.0,61.0
2494,9.0,4.0,179.0,61.0
2495,9.0,4.0,20.0,61.0
2496,3.0,4.0,264.0,8.0
2497,9.0,4.0,179.0,8.0
2498,9.0,4.0,20.0,8.0
2499,3.0,4.0,264.0,61.0
2500,9.0,4.0,179.0,61.0
2501,9.0,4.0,20.0,61.0
2502,3.0,4.0,264.0,8.0
2503,9.0,4.0,179.0,8.0
2504,9.0,4.0,20.0,8.0
2505,3.0,4.0,242.0,14.0
2506,3.0,4.0,241.0,14.0
2507,3.0,4.0,353.0,14.0
2508,3.0,4.0,243.0,14.0
2509,3.0,4.0,242.0,14.0
2510,3.0,4.0,241.0,14.0
2511,3.0,4.0,353.0,14.0
2512,3.0,4.0,243.0,14.0
2513,3.0,4.0,31.0,61.0
2514,3.0,4.0,296.0,61.0
2515,3.0,4.0,100.0,61.0
2516,3.0,4.0,251.0,61.0
2517,3.0,4.0,31.0,13.0
2518,3.0,4.0,296.0,13.0
2519,3.0,4.0,100.0,13.0
2520,3.0,4.0,251.0,13.0
2521,3.0,4.0,31.0,4.0
2522,3.0,4.0,296.0,4.0
2523,3.0,4.0,100.0,4.0
2524,3.0,4.0,251.0,4.0
2525,3.0,4.0,31.0,43.0
2526,3.0,4.0,296.0,43.0
2527,3.0,4.0,100.0,43.0
2528,3.0,4.0,251.0,43.0
2529,3.0,4.0,31.0,12.0
2530,3.0,4.0,296.0,12.0
2531,3.0,4.0,100.0,12.0
2532,3.0,4.0,251.0,12.0
2533,3.0,4.0,337.0,61.0
2534,3.0,4.0,301.0,61.0
2535,3.0,4.0,17.0,61.0
2536,3.0,4.0,337.0,22.0
2537,3.0,4.0,301.0,22.0
2538,3.0,4.0,17.0,22.0
2539,3.0,4.0,383.0,13.0
2540,3.0,4.0,45.0,13.0
2541,3.0,4.0,383.0,22.0
2542,3.0,4.0,45.0,22.0
2543,3.0,4.0,383.0,78.0
2544,3.0,4.0,45.0,78.0
2545,3.0,4.0,36.0,11.0
2546,3.0,4.0,36.0,61.0
2547,3.0,4.0,36.0,13.0
2548,3.0,4.0,351.0,61.0
2549,3.0,4.0,303.0,20.0
2550,3.0,4.0,303.0,20.0
2551,3.0,4.0,303.0,20.0
2552,1.0,1.0,136.0,71.0
2553,10.0,1.0,154.0,71.0
2554,10.0,1.0,184.0,71.0
2555,1.0,1.0,136.0,61.0
2556,10.0,1.0,154.0,61.0
2557,10.0,1.0,184.0,61.0
2558,1.0,1.0,136.0,13.0
2559,10.0,1.0,154.0,13.0
2560,10.0,1.0,184.0,13.0
2561,1.0,1.0,136.0,22.0
2562,10.0,1.0,154.0,22.0
2563,10.0,1.0,184.0,22.0
2564,1.0,1.0,136.0,62.0
2565,10.0,1.0,154.0,62.0
2566,10.0,1.0,184.0,62.0
2567,1.0,1.0,136.0,30.0
2568,10.0,1.0,154.0,30.0
2569,10.0,1.0,184.0,30.0
2570,3.0,1.0,242.0,14.0
2571,3.0,1.0,241.0,14.0
2572,3.0,1.0,353.0,14.0
2573,3.0,1.0,243.0,14.0
2574,3.0,1.0,242.0,14.0
2575,3.0,1.0,241.0,14.0
2576,3.0,1.0,353.0,14.0
2577,3.0,1.0,243.0,14.0
2578,3.0,1.0,242.0,14.0
2579,3.0,1.0,241.0,14.0
2580,3.0,1.0,353.0,14.0
2581,3.0,1.0,243.0,14.0
2582,3.0,1.0,242.0,14.0
2583,3.0,1.0,241.0,14.0
2584,3.0,1.0,353.0,14.0
2585,3.0,1.0,243.0,14.0
2586,3.0,1.0,242.0,14.0
2587,3.0,1.0,241.0,14.0
2588,3.0,1.0,353.0,14.0
2589,3.0,1.0,243.0,14.0
2590,3.0,1.0,242.0,14.0
2591,3.0,1.0,241.0,14.0
2592,3.0,1.0,353.0,14.0
2593,3.0,1.0,243.0,14.0
2594,3.0,1.0,127.0,35.0
2595,3.0,1.0,127.0,35.0
2596,3.0,1.0,127.0,35.0
2597,3.0,1.0,127.0,35.0
2598,3.0,1.0,127.0,35.0
2599,3.0,1.0,127.0,35.0
2600,3.0,1.0,127.0,35.0
2601,3.0,1.0,127.0,35.0
2602,3.0,1.0,127.0,35.0
2603,3.0,1.0,127.0,35.0
2604,3.0,1.0,127.0,35.0
2605,3.0,1.0,127.0,35.0
2606,3.0,1.0,127.0,35.0
2607,3.0,1.0,127.0,35.0
2608,3.0,1.0,127.0,35.0
2609,3.0,1.0,127.0,35.0
2610,3.0,1.0,127.0,35.0
2611,3.0,1.0,127.0,35.0
2612,3.0,1.0,127.0,35.0
2613,3.0,1.0,127.0,35.0
2614,3.0,1.0,257.0,57.0
2615,3.0,1.0,60.0,17.0
2616,3.0,1.0,60.0,17.0
2617,3.0,1.0,36.0,11.0
2618,3.0,1.0,36.0,61.0
2619,3.0,1.0,36.0,13.0
2620,3.0,1.0,388.0,22.0
2621,3.0,1.0,388.0,22.0
2622,3.0,1.0,388.0,22.0
2623,3.0,0.0,362.0,73.0
2624,3.0,0.0,118.0,73.0
2625,3.0,0.0,341.0,73.0
2626,23.0,0.0,164.0,73.0
2627,23.0,0.0,340.0,73.0
2628,3.0,0.0,362.0,72.0
2629,3.0,0.0,118.0,72.0
2630,3.0,0.0,341.0,72.0
2631,23.0,0.0,164.0,72.0
2632,23.0,0.0,340.0,72.0
2633,3.0,0.0,362.0,73.0
2634,3.0,0.0,118.0,73.0
2635,3.0,0.0,341.0,73.0
2636,23.0,0.0,164.0,73.0
2637,23.0,0.0,340.0,73.0
2638,3.0,0.0,362.0,72.0
2639,3.0,0.0,118.0,72.0
2640,3.0,0.0,341.0,72.0
2641,23.0,0.0,164.0,72.0
2642,23.0,0.0,340.0,72.0
2643,20.0,1.0,43.0,71.0
2644,20.0,1.0,382.0,71.0
2645,20.0,1.0,43.0,10.0
2646,20.0,1.0,382.0,10.0
2647,20.0,1.0,43.0,29.0
2648,20.0,1.0,382.0,29.0
2649,20.0,1.0,43.0,61.0
2650,20.0,1.0,382.0,61.0
2651,20.0,1.0,43.0,13.0
2652,20.0,1.0,382.0,13.0
2653,20.0,1.0,43.0,22.0
2654,20.0,1.0,382.0,22.0
2655,20.0,1.0,43.0,2.0
2656,20.0,1.0,382.0,2.0
2657,20.0,1.0,43.0,8.0
2658,20.0,1.0,382.0,8.0
2659,20.0,1.0,43.0,52.0
2660,20.0,1.0,382.0,52.0
2661,20.0,1.0,313.0,61.0
2662,20.0,1.0,233.0,61.0
2663,20.0,1.0,352.0,61.0
2664,20.0,1.0,313.0,13.0
2665,20.0,1.0,233.0,13.0
2666,20.0,1.0,352.0,13.0
2667,20.0,1.0,313.0,22.0
2668,20.0,1.0,233.0,22.0
2669,20.0,1.0,352.0,22.0
2670,20.0,1.0,313.0,62.0
2671,20.0,1.0,233.0,62.0
2672,20.0,1.0,352.0,62.0
2673,20.0,1.0,9.0,61.0
2674,20.0,1.0,78.0,61.0
2675,20.0,1.0,249.0,61.0
2676,20.0,1.0,9.0,13.0
2677,20.0,1.0,78.0,13.0
2678,20.0,1.0,249.0,13.0
2679,20.0,1.0,9.0,22.0
2680,20.0,1.0,78.0,22.0
2681,20.0,1.0,249.0,22.0
2682,20.0,1.0,9.0,61.0
2683,20.0,1.0,78.0,61.0
2684,20.0,1.0,249.0,61.0
2685,20.0,1.0,9.0,13.0
2686,20.0,1.0,78.0,13.0
2687,20.0,1.0,249.0,13.0
2688,20.0,1.0,9.0,22.0
2689,20.0,1.0,78.0,22.0
2690,20.0,1.0,249.0,22.0
2691,20.0,1.0,326.0,71.0
2692,20.0,1.0,326.0,40.0
2693,20.0,1.0,326.0,61.0
2694,20.0,1.0,326.0,13.0
2695,19.0,1.0,271.0,61.0
2696,20.0,1.0,180.0,61.0
2697,20.0,1.0,180.0,13.0
2698,20.0,1.0,180.0,22.0
2699,20.0,1.0,204.0,61.0
2700,20.0,1.0,143.0,61.0
2701,20.0,1.0,17.0,61.0
2702,20.0,1.0,204.0,13.0
2703,20.0,1.0,143.0,13.0
2704,20.0,1.0,17.0,13.0
2705,20.0,1.0,204.0,22.0
2706,20.0,1.0,143.0,22.0
2707,20.0,1.0,17.0,22.0
2708,20.0,1.0,204.0,62.0
2709,20.0,1.0,143.0,62.0
2710,20.0,1.0,17.0,62.0
2711,20.0,1.0,235.0,61.0
2712,20.0,1.0,82.0,61.0
2713,20.0,1.0,308.0,61.0
2714,20.0,1.0,235.0,22.0
2715,20.0,1.0,82.0,22.0
2716,20.0,1.0,308.0,22.0
2717,20.0,1.0,261.0,61.0
2718,20.0,1.0,260.0,61.0
2719,20.0,1.0,12.0,61.0
2720,20.0,1.0,261.0,58.0
2721,20.0,1.0,260.0,58.0
2722,20.0,1.0,12.0,58.0
2723,20.0,1.0,261.0,61.0
2724,20.0,1.0,260.0,61.0
2725,20.0,1.0,12.0,61.0
2726,20.0,1.0,261.0,58.0
2727,20.0,1.0,260.0,58.0
2728,20.0,1.0,12.0,58.0
2729,20.0,1.0,261.0,61.0
2730,20.0,1.0,260.0,61.0
2731,20.0,1.0,12.0,61.0
2732,20.0,1.0,261.0,58.0
2733,20.0,1.0,260.0,58.0
2734,20.0,1.0,12.0,58.0
2735,23.0,1.0,170.0,61.0
2736,20.0,1.0,30.0,61.0
2737,23.0,1.0,42.0,61.0
2738,23.0,1.0,170.0,22.0
2739,20.0,1.0,30.0,22.0
2740,23.0,1.0,42.0,22.0
2741,23.0,1.0,170.0,62.0
2742,20.0,1.0,30.0,62.0
2743,23.0,1.0,42.0,62.0
2744,23.0,1.0,170.0,2.0
2745,20.0,1.0,30.0,2.0
2746,23.0,1.0,42.0,2.0
2747,23.0,1.0,170.0,41.0
2748,20.0,1.0,30.0,41.0
2749,23.0,1.0,42.0,41.0
2750,13.0,1.0,149.0,71.0
2751,13.0,1.0,225.0,71.0
2752,13.0,1.0,149.0,40.0
2753,13.0,1.0,225.0,40.0
2754,13.0,1.0,149.0,10.0
2755,13.0,1.0,225.0,10.0
2756,13.0,1.0,149.0,61.0
2757,13.0,1.0,225.0,61.0
2758,20.0,1.0,196.0,61.0
2759,20.0,1.0,196.0,13.0
2760,20.0,1.0,196.0,22.0
2761,20.0,1.0,196.0,62.0
2762,20.0,1.0,196.0,81.0
2763,20.0,1.0,246.0,61.0
2764,20.0,1.0,64.0,61.0
2765,20.0,1.0,0.0,61.0
2766,23.0,1.0,355.0,61.0
2767,23.0,1.0,203.0,61.0
2768,20.0,1.0,211.0,61.0
2769,20.0,1.0,405.0,61.0
2770,20.0,1.0,211.0,22.0
2771,20.0,1.0,405.0,22.0
2772,19.0,1.0,109.0,61.0
2773,20.0,1.0,294.0,40.0
2774,20.0,1.0,294.0,61.0
2775,20.0,1.0,294.0,22.0
2776,20.0,1.0,124.0,61.0
2777,20.0,1.0,124.0,13.0
2778,20.0,1.0,278.0,61.0
2779,20.0,1.0,5.0,61.0
2780,20.0,1.0,372.0,61.0
2781,18.0,1.0,146.0,61.0
2782,18.0,1.0,114.0,61.0
2783,18.0,1.0,146.0,13.0
2784,18.0,1.0,114.0,13.0
2785,18.0,1.0,146.0,22.0
2786,18.0,1.0,114.0,22.0
2787,18.0,1.0,146.0,8.0
2788,18.0,1.0,114.0,8.0
2789,20.0,1.0,307.0,61.0
2790,20.0,1.0,307.0,13.0
2791,20.0,1.0,307.0,22.0
2792,20.0,1.0,307.0,62.0
2793,20.0,1.0,307.0,61.0
2794,20.0,1.0,307.0,13.0
2795,20.0,1.0,307.0,22.0
2796,20.0,1.0,307.0,62.0
2797,20.0,1.0,307.0,61.0
2798,20.0,1.0,307.0,13.0
2799,20.0,1.0,307.0,22.0
2800,20.0,1.0,307.0,62.0
2801,20.0,1.0,307.0,61.0
2802,20.0,1.0,307.0,13.0
2803,20.0,1.0,307.0,22.0
2804,20.0,1.0,307.0,62.0
2805,20.0,1.0,2.0,61.0
2806,20.0,1.0,2.0,61.0
2807,20.0,1.0,2.0,13.0
2808,20.0,1.0,2.0,13.0
2809,20.0,1.0,2.0,22.0
2810,20.0,1.0,2.0,22.0
2811,20.0,1.0,2.0,53.0
2812,20.0,1.0,2.0,53.0
2813,20.0,1.0,2.0,31.0
2814,20.0,1.0,2.0,31.0
2815,13.0,1.0,79.0,71.0
2816,13.0,1.0,46.0,71.0
2817,13.0,1.0,79.0,40.0
2818,13.0,1.0,46.0,40.0
2819,13.0,1.0,79.0,11.0
2820,13.0,1.0,46.0,11.0
2821,13.0,1.0,79.0,61.0
2822,13.0,1.0,46.0,61.0
2823,13.0,1.0,79.0,13.0
2824,13.0,1.0,46.0,13.0
2825,13.0,1.0,79.0,22.0
2826,13.0,1.0,46.0,22.0
2827,13.0,1.0,79.0,2.0
2828,13.0,1.0,46.0,2.0
2829,20.0,1.0,226.0,71.0
2830,20.0,1.0,212.0,71.0
2831,20.0,1.0,281.0,71.0
2832,20.0,1.0,53.0,71.0
2833,20.0,1.0,226.0,40.0
2834,20.0,1.0,212.0,40.0
2835,20.0,1.0,281.0,40.0
2836,20.0,1.0,53.0,40.0
2837,20.0,1.0,226.0,46.0
2838,20.0,1.0,212.0,46.0
2839,20.0,1.0,281.0,46.0
2840,20.0,1.0,53.0,46.0
2841,20.0,1.0,226.0,61.0
2842,20.0,1.0,212.0,61.0
2843,20.0,1.0,281.0,61.0
2844,20.0,1.0,53.0,61.0
2845,20.0,1.0,226.0,13.0
2846,20.0,1.0,212.0,13.0
2847,20.0,1.0,281.0,13.0
2848,20.0,1.0,53.0,13.0
2849,20.0,1.0,226.0,22.0
2850,20.0,1.0,212.0,22.0
2851,20.0,1.0,281.0,22.0
2852,20.0,1.0,53.0,22.0
2853,20.0,1.0,237.0,13.0
2854,20.0,1.0,9.0,13.0
2855,19.0,1.0,98.0,13.0
2856,23.0,1.0,174.0,13.0
2857,20.0,1.0,237.0,0.0
2858,20.0,1.0,9.0,0.0
2859,19.0,1.0,98.0,0.0
2860,23.0,1.0,174.0,0.0
2861,20.0,1.0,237.0,55.0
2862,20.0,1.0,9.0,55.0
2863,19.0,1.0,98.0,55.0
2864,23.0,1.0,174.0,55.0
2865,20.0,1.0,237.0,49.0
2866,20.0,1.0,9.0,49.0
2867,19.0,1.0,98.0,49.0
2868,23.0,1.0,174.0,49.0
2869,20.0,1.0,237.0,42.0
2870,20.0,1.0,9.0,42.0
2871,19.0,1.0,98.0,42.0
2872,23.0,1.0,174.0,42.0
2873,20.0,1.0,237.0,13.0
2874,20.0,1.0,9.0,13.0
2875,19.0,1.0,98.0,13.0
2876,23.0,1.0,174.0,13.0
2877,20.0,1.0,237.0,0.0
2878,20.0,1.0,9.0,0.0
2879,19.0,1.0,98.0,0.0
2880,23.0,1.0,174.0,0.0
2881,20.0,1.0,237.0,55.0
2882,20.0,1.0,9.0,55.0
2883,19.0,1.0,98.0,55.0
2884,23.0,1.0,174.0,55.0
2885,20.0,1.0,237.0,49.0
2886,20.0,1.0,9.0,49.0
2887,19.0,1.0,98.0,49.0
2888,23.0,1.0,174.0,49.0
2889,20.0,1.0,237.0,42.0
2890,20.0,1.0,9.0,42.0
2891,19.0,1.0,98.0,42.0
2892,23.0,1.0,174.0,42.0
2893,20.0,1.0,237.0,13.0
2894,20.0,1.0,9.0,13.0
2895,19.0,1.0,98.0,13.0
2896,23.0,1.0,174.0,13.0
2897,20.0,1.0,237.0,0.0
2898,20.0,1.0,9.0,0.0
2899,19.0,1.0,98.0,0.0
2900,23.0,1.0,174.0,0.0
2901,20.0,1.0,237.0,55.0
2902,20.0,1.0,9.0,55.0
2903,19.0,1.0,98.0,55.0
2904,23.0,1.0,174.0,55.0
2905,20.0,1.0,237.0,49.0
2906,20.0,1.0,9.0,49.0
2907,19.0,1.0,98.0,49.0
2908,23.0,1.0,174.0,49.0
2909,20.0,1.0,237.0,42.0
2910,20.0,1.0,9.0,42.0
2911,19.0,1.0,98.0,42.0
2912,23.0,1.0,174.0,42.0
2913,20.0,1.0,26.0,71.0
2914,20.0,1.0,26.0,61.0
2915,20.0,1.0,26.0,22.0
2916,20.0,1.0,26.0,96.0
2917,20.0,1.0,129.0,22.0
2918,23.0,1.0,381.0,2.0
2919,20.0,1.0,385.0,2.0
2920,23.0,1.0,381.0,56.0
2921,20.0,1.0,385.0,56.0
2922,23.0,1.0,381.0,2.0
2923,20.0,1.0,385.0,2.0
2924,23.0,1.0,381.0,56.0
2925,20.0,1.0,385.0,56.0
2926,23.0,1.0,381.0,2.0
2927,20.0,1.0,385.0,2.0
2928,23.0,1.0,381.0,56.0
2929,20.0,1.0,385.0,56.0
2930,20.0,1.0,44.0,61.0
2931,20.0,1.0,369.0,61.0
2932,20.0,1.0,256.0,61.0
2933,20.0,1.0,4.0,61.0
2934,9.0,1.0,58.0,61.0
2935,9.0,1.0,29.0,61.0
2936,9.0,1.0,163.0,61.0
2937,20.0,1.0,299.0,61.0
2938,20.0,1.0,369.0,22.0
2939,20.0,1.0,256.0,22.0
2940,20.0,1.0,4.0,22.0
2941,9.0,1.0,58.0,22.0
2942,9.0,1.0,29.0,22.0
2943,9.0,1.0,163.0,22.0
2944,20.0,1.0,299.0,22.0
2945,20.0,1.0,369.0,62.0
2946,20.0,1.0,256.0,62.0
2947,20.0,1.0,4.0,62.0
2948,9.0,1.0,58.0,62.0
2949,9.0,1.0,29.0,62.0
2950,9.0,1.0,163.0,62.0
2951,20.0,1.0,299.0,62.0
2952,20.0,1.0,369.0,63.0
2953,20.0,1.0,256.0,63.0
2954,20.0,1.0,4.0,63.0
2955,9.0,1.0,58.0,63.0
2956,9.0,1.0,29.0,63.0
2957,9.0,1.0,163.0,63.0
2958,20.0,1.0,299.0,63.0
2959,20.0,1.0,369.0,24.0
2960,20.0,1.0,256.0,24.0
2961,20.0,1.0,4.0,24.0
2962,9.0,1.0,58.0,24.0
2963,9.0,1.0,29.0,24.0
2964,9.0,1.0,163.0,24.0
2965,20.0,1.0,299.0,24.0
2966,20.0,1.0,369.0,51.0
2967,20.0,1.0,256.0,51.0
2968,20.0,1.0,4.0,51.0
2969,9.0,1.0,58.0,51.0
2970,9.0,1.0,29.0,51.0
2971,9.0,1.0,163.0,51.0
2972,20.0,1.0,299.0,51.0
2973,8.0,1.0,24.0,61.0
2974,8.0,1.0,61.0,61.0
2975,8.0,1.0,24.0,86.0
2976,8.0,1.0,61.0,86.0
2977,8.0,1.0,24.0,94.0
2978,8.0,1.0,61.0,94.0
2979,8.0,1.0,24.0,84.0
2980,8.0,1.0,61.0,84.0
2981,20.0,1.0,318.0,61.0
2982,20.0,1.0,227.0,61.0
2983,20.0,1.0,315.0,61.0
2984,20.0,1.0,318.0,61.0
